SENDER,PRICE DATE,PROFIL MI,CODE BASE SEC,SEC DSC,IBPA PRICE,MI PRICE,UPPER PRICE,LOWER PRICE,REASON
IBPA,20180717,BZ002,ANTM01BCN1,OBL BERKELANJUTAN I ANTAM TAHAP I TH 2011 SERI B,91.821114,91.821100,94.429440,89.212787,
IBPA,20180717,BZ002,APAI01A,OBLIGASI I ANGKASA PURA I TAHUN 2016 SERI A,97.519113,97.519100,99.119113,95.919113,
IBPA,20180717,BZ002,APIA01A,OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI A,99.286065,99.286100,100.586065,97.986065,
IBPA,20180717,BZ002,APIA01B,OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI B,98.667166,98.667200,100.267166,97.067166,
IBPA,20180717,BZ002,APIA01C,OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI C,98.334683,98.334700,99.934683,96.734683,
IBPA,20180717,BZ002,ASDF03ACN4,OBL BKL III ASTRA SEDAYA FINANCE THP IV TH17 SR A,99.878675,99.878700,100.878675,98.878675,
IBPA,20180717,BZ002,ASDF03BCN1,OBL BKLJT III ASTRA SEDAYA FINANCE THP I TH16 SR B,100.839143,100.839100,101.839143,99.839143,
IBPA,20180717,BZ002,ASDF03BCN2,OBL BKLJ III ASTRA SEDAYA FINANCE THP II TH16 SR B,100.262395,100.262400,101.562395,98.962395,
IBPA,20180717,BZ002,ASDF03BCN3,OBL BKL III ASTRA SEDAYA FINANCE THP III TH17 SR B,101.799615,101.799600,103.099615,100.499615,
IBPA,20180717,BZ002,ASDF03BCN4,OBL BKL III ASTRA SEDAYA FINANCE THP IV TH17 SR B,97.720000,97.720000,99.020000,96.420000,
IBPA,20180717,BZ002,ASDF03CCN4,OBL BKL III ASTRA SEDAYA FINANCE THP IV TH17 SR C,94.932155,94.932200,96.532155,93.332155,
IBPA,20180717,BZ002,ASDF04ACN1,OBL BKLJT IV ASTRA SEDAYA FINANCE THP I TH18 SR A,100.054719,100.054700,101.054719,99.054719,
IBPA,20180717,BZ002,ASDF04BCN1,OBL BKLJT IV ASTRA SEDAYA FINANCE THP I TH18 SR B,99.153621,99.153600,100.453621,97.853621,
IBPA,20180717,BZ002,BAFI01B,OBLIGASI I BUSSAN AUTO FINANCE TAHUN 2017 SERI B,97.184752,97.184800,98.649073,95.720430,
IBPA,20180717,BZ002,BAFI02B,OBLIGASI II BUSSAN AUTO FINANCE TAHUN 2018 SERI B,96.367332,96.367300,97.831654,94.903011,
IBPA,20180717,BZ002,BBIA01C,OBLIGASI I BANK UOB INDONESIA TAHUN 2015 SERI C,102.016809,102.016800,103.316809,100.716809,
IBPA,20180717,BZ002,BBIA01SB,OBLIGASI SUBORDINASI I BANK UOB INDONESIA TH 2014,104.863717,104.863700,106.328039,103.399396,
IBPA,20180717,BZ002,BBIA01SBCN2,OBL SUB BKLJT I BANK UOB INDONESIA TAHAP II TH2017,96.727862,96.727900,98.717994,94.737731,
IBPA,20180717,BZ002,BBKP01SBCN1,OBL SUB BERKELANJUTAN I BANK BUKOPIN THP I TH 2012,101.929045,101.929000,103.567453,100.290637,
IBPA,20180717,BZ002,BBRI01BCN2,OBL BKLJT I BANK BRI TAHAP II TAHUN 2016 SERI B,101.224324,101.224300,102.224324,100.224324,
IBPA,20180717,BZ002,BBRI01BCN3,OBL BKLJT I BANK BRI TAHAP III TAHUN 2016 SERI B,101.301698,101.301700,102.301698,100.301698,
IBPA,20180717,BZ002,BBRI01CCN1,OBL BKLJT I BANK BRI TAHAP I TAHUN 2015 SERI C,101.822329,101.822300,103.122329,100.522329,
IBPA,20180717,BZ002,BBRI01CCN2,OBL BKLJT I BANK BRI TAHAP II TAHUN 2016 SERI C,101.937192,101.937200,103.237192,100.637192,
IBPA,20180717,BZ002,BBRI01CCN3,OBL BKLJT I BANK BRI TAHAP III TAHUN 2016 SERI C,99.620921,99.620900,100.920921,98.320921,
IBPA,20180717,BZ002,BBRI02ACN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI A,98.731741,98.731700,100.031741,97.431741,
IBPA,20180717,BZ002,BBRI02ACN4,OBL BKLJT II BANK BRI TAHAP IV TAHUN 2018 SERI A,90.833228,90.833200,92.433228,89.233228,
IBPA,20180717,BZ002,BBRI02BCN1,OBL BKLJT II BANK BRI TAHAP I TAHUN 2016 SERI B,99.930645,99.930600,101.230645,98.630645,
IBPA,20180717,BZ002,BBRI02BCN2,OBL BKLJT II BANK BRI TAHAP II TAHUN 2017 SERI B,99.391135,99.391100,100.691135,98.091135,
IBPA,20180717,BZ002,BBRI02BCN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI B,96.362645,96.362600,97.962645,94.762645,
IBPA,20180717,BZ002,BBRI02BCN4,OBL BKLJT II BANK BRI TAHAP IV TAHUN 2018 SERI B,93.455158,93.455200,95.055158,91.855158,
IBPA,20180717,BZ002,BBRI02CCN2,OBL BKLJT II BANK BRI TAHAP II TAHUN 2017 SERI C,97.719124,97.719100,99.319124,96.119124,
IBPA,20180717,BZ002,BBRI02CCN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI C,95.610343,95.610300,97.210343,94.010343,
IBPA,20180717,BZ002,BBRI02DCN1,OBL BKLJT II BANK BRI TAHAP I TAHUN 2016 SERI D,97.847613,97.847600,99.447613,96.247613,
IBPA,20180717,BZ002,BBRI02DCN2,OBL BKLJT II BANK BRI TAHAP II TAHUN 2017 SERI D,96.745815,96.745800,98.345815,95.145815,
IBPA,20180717,BZ002,BBTN01CN1,OBL BERKELANJUTAN I BANK BTN TAHAP I TAHUN 2012,95.023981,95.024000,97.014112,93.033850,
IBPA,20180717,BZ002,BBTN01CN2,OBL BERKELANJUTAN I BANK BTN TAHAP II TAHUN 2013,93.999570,93.999600,95.989702,92.009439,
IBPA,20180717,BZ002,BBTN02BCN1,OBL BKLJT II BANK BTN TAHAP I TAHUN 2015 SERI B,101.927284,101.927300,103.391605,100.462962,
IBPA,20180717,BZ002,BBTN02BCN2,OBL BKLJT II BANK BTN TAHAP II TAHUN 2016 SERI B,99.287818,99.287800,101.277949,97.297687,
IBPA,20180717,BZ002,BBTN14,OBLIGASI XIV BANK BTN TAHUN 2010,103.000000,103.000000,104.464321,101.535679,
IBPA,20180717,BZ002,BCAF02BCN2,OBL BKLJT II BCA FINANCE TAHAP II TAHUN 2016 SR B,100.508486,100.508500,101.508486,99.508486,
IBPA,20180717,BZ002,BEXI01CCN1,OBL BKLJT INDONESIA EXIMBANK I THP I TH2011 SERI C,100.693880,100.693900,101.693880,99.693880,
IBPA,20180717,BZ002,BEXI02BCN6,OBL BKLJT INDONESIA EXIMBANK II THP VI TH2015 SR B,100.462801,100.462800,101.462801,99.462801,
IBPA,20180717,BZ002,BEXI02BCN7,OBL BKLJ INDONESIA EXIMBANK II THP VII TH2016 SR B,101.205613,101.205600,102.205613,100.205613,
IBPA,20180717,BZ002,BEXI02CCN3,OBL BKLJ INDONESIA EXIMBANK II THP III TH2014 SR C,102.140052,102.140100,103.440052,100.840052,
IBPA,20180717,BZ002,BEXI02CCN5,OBL BKLJT INDONESIA EXIMBANK II THP V TH 2015 SR C,101.624996,101.625000,102.924996,100.324996,
IBPA,20180717,BZ002,BEXI02CCN6,OBL BKLJT INDONESIA EXIMBANK II THP VI TH2015 SR C,101.385604,101.385600,102.685604,100.085604,
IBPA,20180717,BZ002,BEXI02DCN1,OBL BKLJT INDONESIA EXIMBANK II THP I TH2014 SR D,101.885484,101.885500,102.885484,100.885484,
IBPA,20180717,BZ002,BEXI03ACN5,OBL BKLJT INDONESIA EXIMBANK III THP V TH17 SR A,98.214422,98.214400,99.514422,96.914422,
IBPA,20180717,BZ002,BEXI03BCN1,OBL BKLJT INDONESIA EXIMBANK III THP I TH16 SR B,100.058799,100.058800,101.058799,99.058799,
IBPA,20180717,BZ002,BEXI03BCN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR B,99.808252,99.808300,101.108252,98.508252,
IBPA,20180717,BZ002,BEXI03BCN5,OBL BKLJT INDONESIA EXIMBANK III THP V TH17 SR B,96.052389,96.052400,97.652389,94.452389,
IBPA,20180717,BZ002,BEXI03CCN1,OBL BKLJT INDONESIA EXIMBANK III THP I TH16 SR C,99.589861,99.589900,100.889861,98.289861,
IBPA,20180717,BZ002,BEXI03CCN2,OBL BKLJT INDONESIA EXIMBANK III THP II TH16 SR C,98.479991,98.480000,100.079991,96.879991,
IBPA,20180717,BZ002,BEXI03CCN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR C,99.666974,99.667000,101.266974,98.066974,
IBPA,20180717,BZ002,BEXI03DCN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR D,100.114907,100.114900,101.714907,98.514907,
IBPA,20180717,BZ002,BEXI03ECN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR E,100.343692,100.343700,101.943692,98.743692,
IBPA,20180717,BZ002,BEXI04ACN1,OBL BKLJT INDONESIA EXIMBANK IV THP I TH18 SR A,99.044277,99.044300,100.344277,97.744277,
IBPA,20180717,BZ002,BFIN02CCN3,OBL BKLJT II BFI FINANCE IND THP III TH2016 SERI C,101.780317,101.780300,102.780317,100.780317,
IBPA,20180717,BZ002,BFIN03ACN3,OBL BKLJ III BFI FINANCE IND THP III TH2017 SERI A,99.885240,100.000000,100.885240,98.885240,
IBPA,20180717,BZ002,BFIN03ACN4,OBL BKLJT III BFI FINANCE IND THP IV TH2018 SERI A,99.138706,100.138700,100.138706,98.138706,
IBPA,20180717,BZ002,BFIN03BCN1,OBL BKLJ III BFI FINANCE INDONESIA THP I TH16 SR B,100.360788,100.360800,101.825110,98.896467,
IBPA,20180717,BZ002,BFIN03BCN2,OBL BKLJT III BFI FINANCE IND THP II TH2017 SERI B,100.844598,100.844600,102.308919,99.380276,
IBPA,20180717,BZ002,BFIN03BCN3,OBL BKLJ III BFI FINANCE IND THP III TH2017 SERI B,98.372121,98.372100,99.836442,96.907799,
IBPA,20180717,BZ002,BFIN03BCN4,OBL BKLJT III BFI FINANCE IND THP IV TH2018 SERI B,97.571008,97.571000,99.035329,96.106686,
IBPA,20180717,BZ002,BFIN03CCN3,OBL BKLJ III BFI FINANCE IND THP III TH2017 SERI C,96.802375,96.802400,98.266697,95.338054,
IBPA,20180717,BZ002,BFIN03CCN4,OBL BKLJT III BFI FINANCE IND THP IV TH2018 SERI C,95.706039,95.706000,97.170360,94.241717,
IBPA,20180717,BZ002,BIIF01ACN2,OBL BKLJT I MAYBANK FINANCE TAHAP II TH2016 SERI A,101.536978,101.537000,102.536978,100.536978,
IBPA,20180717,BZ002,BIIF01ACN3,OBL BKLJ I MAYBANK FINANCE TAHAP III TH2016 SERI A,100.524537,100.524500,101.988859,99.060216,
IBPA,20180717,BZ002,BIIF01ACN4,OBL BKLJ I MAYBANK FINANCE TAHAP IV TH2017 SERI A,97.435808,97.435800,98.900129,95.971486,
IBPA,20180717,BZ002,BIIF01BCN1,OBL BKLJT I BII FINANCE TAHAP I TH 2015 SERI B,104.197110,104.197100,105.661432,102.732789,
IBPA,20180717,BZ002,BIIF01BCN2,OBL BKLJT I MAYBANK FINANCE TAHAP II TH2016 SERI B,100.683379,100.683400,102.147700,99.219057,
IBPA,20180717,BZ002,BJBR01ACN1,OBLIGASI BKLJT I BANK BJB THP I TAHUN 2017 SERI A,96.099220,96.099200,97.563542,94.634899,
IBPA,20180717,BZ002,BJBR01ASBCN1,OBL SUB BKLJT I BANK BJB THP I TAHUN 2017 SERI A,96.184092,96.184100,98.184092,94.184092,
IBPA,20180717,BZ002,BJBR01BCN1,OBLIGASI BKLJT I BANK BJB THP I TAHUN 2017 SERI B,93.759549,93.759500,95.749681,91.769418,
IBPA,20180717,BZ002,BJBR01BSBCN1,OBL SUB BKLJT I BANK BJB THP I TAHUN 2017 SERI B,95.661003,95.661000,97.661003,93.661003,
IBPA,20180717,BZ002,BJBR01CCN1,OBLIGASI BKLJT I BANK BJB THP I TAHUN 2017 SERI C,94.356632,94.356600,96.346763,92.366501,
IBPA,20180717,BZ002,BMRI01ACN1,OBL BKLJT I BANK MANDIRI TAHAP I TAHUN 2016 SERI A,97.004998,97.005000,98.604998,95.404998,
IBPA,20180717,BZ002,BMRI01ACN2,OBL BKLJT I BANK MANDIRI THP II TAHUN 2017 SERI A,96.572427,96.572400,98.172427,94.972427,
IBPA,20180717,BZ002,BMRI01BCN1,OBL BKLJT I BANK MANDIRI TAHAP I TAHUN 2016 SERI B,97.324542,97.324500,98.924542,95.724542,
IBPA,20180717,BZ002,BMRI01CCN1,OBL BKLJT I BANK MANDIRI TAHAP I TAHUN 2016 SERI C,96.217647,96.217600,97.817647,94.617647,
IBPA,20180717,BZ002,BMTP01A,OBLIGASI I BANK MANDIRI TASPEN POS TH 2017 SERI A,99.595394,99.595400,101.059716,98.131073,
IBPA,20180717,BZ002,BMTP01B,OBLIGASI I BANK MANDIRI TASPEN POS TH 2017 SERI B,96.797650,96.797700,98.787781,94.807518,
IBPA,20180717,BZ002,BMTR01ACN1,OBL BKLJT I GLOBAL MEDIACOM THP I TH 2017 SERI A,98.129630,98.129600,100.129630,96.129630,
IBPA,20180717,BZ002,BNGA01CCN2,OBL BKLJT I BANK CIMB NIAGA THP II TH 2013 SERI C,101.027170,101.027200,102.027170,100.027170,
IBPA,20180717,BZ002,BNGA02ACN2,OBL BKLJT II BANK CIMB NIAGA THP II TH 2017 SERI A,100.061448,100.061400,101.061448,99.061448,
IBPA,20180717,BZ002,BNGA02BCN2,OBL BKLJT II BANK CIMB NIAGA THP II TH 2017 SERI B,98.365231,98.365200,99.665231,97.065231,
IBPA,20180717,BZ002,BNGA02BCN3,OBL BKLJT II BANK CIMB NIAGA THP III TH2017 SERI B,98.035787,98.035800,99.335787,96.735787,
IBPA,20180717,BZ002,BNGA02CCN1,OBL BKLJ II BANK CIMB NIAGA TAHAP I TH 2016 SERI C,98.006378,98.006400,99.606378,96.406378,
IBPA,20180717,BZ002,BNGA02CCN2,OBL BKLJT II BANK CIMB NIAGA THP II TH 2017 SERI C,96.874418,96.874400,98.474418,95.274418,
IBPA,20180717,BZ002,BNGA02CCN3,OBL BKLJT II BANK CIMB NIAGA THP III TH2017 SERI C,95.284225,95.284200,96.884225,93.684225,
IBPA,20180717,BZ002,BNGA02SB,OBLIGASI SUBORDINASI II BANK CIMB NIAGA TAHUN 2010,104.173538,104.173500,105.637860,102.709217,
IBPA,20180717,BZ002,BNII01SBCN2,OBL SUBORDINASI BKLJT I BANK BII TAHAP II TH 2012,100.974336,100.974300,102.438657,99.510014,
IBPA,20180717,BZ002,BNII02SBCN1,OBL SUBORDINASI BKLJT II BANK BII TAHAP I TH 2014,104.914789,104.914800,106.379111,103.450468,
IBPA,20180717,BZ002,BNII02SBCN2,OBL SUB BKLJ II BANK MAYBANK INDONESIA THP II TH16,99.051498,99.051500,101.041629,97.061366,
IBPA,20180717,BZ002,BNLI01SBCN1,OBL SUBORDINASI BKLJT I BANK PERMATA THP I TH 2012,102.099999,102.100000,103.099999,101.099999,
IBPA,20180717,BZ002,BNLI01SBCN2,OBL SUBORDINASI BKLJ I BANK PERMATA THP II TH 2012,101.659907,101.659900,103.124228,100.195585,
IBPA,20180717,BZ002,BNLI02SBCN1,OBL SUBORDINASI BKLJT II BANK PERMATA THP I TH2013,106.169786,106.169800,107.634108,104.705465,
IBPA,20180717,BZ002,BNLI02SBCN2,OBL SUBORDINASI BKLJ II BANK PERMATA THP II TH2014,106.009999,106.010000,108.000131,104.019868,
IBPA,20180717,BZ002,BPFI02CN1,OBL BKLJT II BATAVIA PROSPERINDO FIN THP I TH 2018,99.510318,99.510300,101.510318,97.510318,
IBPA,20180717,BZ002,BSDE01CCN1,OBL BKLJT I BUMI SERPONG DAMAI THP I TH2012 SERI C,101.708023,101.708000,102.708023,100.708023,
IBPA,20180717,BZ002,BSDE02ACN1,OBL BKLJT II BUMI SERPONG DAMAI THP I TH 2016 SR A,98.558708,98.558700,100.023029,97.094386,
IBPA,20180717,BZ002,BSDE02BCN1,OBL BKLJT II BUMI SERPONG DAMAI THP I TH 2016 SR B,97.189350,97.189400,99.179481,95.199218,
IBPA,20180717,BZ002,BSLT05,OBLIGASI V BANK SULUT TAHUN 2014,102.715743,102.715700,104.315743,101.115743,
IBPA,20180717,BZ002,BTPN03ACN2,OBL BKLJT III BANK BTPN TAHAP II TAHUN 2017 SERI A,100.014026,101.014000,101.014026,99.014026,
IBPA,20180717,BZ002,BTPN03BCN1,OBL BKLJT III BANK BTPN TAHAP I TAHUN 2016 SERI B,100.356371,100.356400,101.356371,99.356371,
IBPA,20180717,BZ002,BTPN03BCN2,OBL BKLJT III BANK BTPN TAHAP II TAHUN 2017 SERI B,97.711879,97.711900,99.011879,96.411879,
